           0           0
           1           1
           2           4
           3           1
           4           4
           5           1
           6           4
           7           9
           8           4
           9           9
          10           4
          11           1
          12           4
          13           9
          14          16
          15           9
          16          16
          17           9
          18           4
          19           1
          20           0
          21           1
          22           4
          23           9
          24          16
          25           9
          26           4
          27           9
          28          16
          29           9
          30          16
          31           9
          32           4
          33           9
          34          16
          35          25
          36          16
          37          25
          38          16
          39           9
          40           4
          41           1
          42           4
          43           1
          44           4
          45           9
          46           4
          47           9
          48           4
          49           1
          50           4
          51           9
          52           4
          53           1
          54           4
          55           1
          56           0
          57           1
          58           4
          59           9
          60          16
          61           9
          62          16
          63          25
          64          16
          65          25
          66          16
          67          25
          68          16
          69           9
          70           4
          71           1
          72           4
          73           9
          74           4
          75           1
          76           0
          77           1
          78           4
          79           9
          80          16
          81          25
          82          16
          83           9
          84          16
          85          25
          86          16
          87           9
          88          16
          89           9
          90          16
          91           9
          92          16
          93          25
          94          36
          95          25
          96          16
          97          25
          98          16
          99          25
         100          16


           0           0
           1           1
           2           4
           3           1
           4           4
           5           1
           6           4
           7           9
           8          16
           9          25
          10          16
          11           9
          12          16
          13           9
          14          16
          15           9
          16          16
          17          25
          18          36
          19          49
          20          36
          21          49
          22          36
          23          49
          24          64
          25          49
          26          36
          27          25
          28          36
          29          25
          30          16
          31          25
          32          16
          33           9
          34           4
          35           9
          36           4
          37           1
          38           4
          39           9
          40          16
          41           9
          42          16
          43          25
          44          16
          45           9
          46           4
          47           9
          48           4
          49           9
          50           4
          51           9
          52          16
          53           9
          54           4
          55           9
          56          16
          57           9
          58           4
          59           9
          60          16
          61          25
          62          16
          63           9
          64           4
          65           9
          66           4
          67           9
          68          16
          69          25
          70          16
          71           9
          72           4
          73           1
          74           4
          75           1
          76           4
          77           1
          78           0
          79           1
          80           0
          81           1
          82           0
          83           1
          84           0
          85           1
          86           0
          87           1
          88           4
          89           9
          90          16
          91          25
          92          16
          93           9
          94          16
          95          25
          96          16
          97           9
          98           4
          99           1
         100           0


           0           0
           1           1
           2           4
           3           9
           4          16
           5           9
           6           4
           7           9
           8          16
           9          25
          10          36
          11          49
          12          64
          13          81
          14         100
          15         121
          16         100
          17          81
          18         100
          19          81
          20         100
          21          81
          22          64
          23          81
          24          64
          25          81
          26          64
          27          81
          28         100
          29          81
          30          64
          31          49
          32          36
          33          25
          34          36
          35          49
          36          36
          37          25
          38          16
          39           9
          40           4
          41           9
          42           4
          43           9
          44          16
          45          25
          46          36
          47          49
          48          64
          49          81
          50          64
          51          81
          52         100
          53          81
          54         100
          55         121
          56         144
          57         121
          58         100
          59         121
          60         100
          61         121
          62         144
          63         169
          64         144
          65         121
          66         100
          67          81
          68          64
          69          49
          70          64
          71          49
          72          36
          73          49
          74          36
          75          25
          76          36
          77          49
          78          64
          79          81
          80         100
          81         121
          82         144
          83         121
          84         144
          85         121
          86         100
          87         121
          88         144
          89         169
          90         196
          91         225
          92         256
          93         225
          94         256
          95         225
          96         256
          97         225
          98         256
          99         289
         100         324


           0           0
           1           1
           2           4
           3           1
           4           4
           5           1
           6           0
           7           1
           8           4
           9           9
          10           4
          11           1
          12           4
          13           1
          14           0
          15           1
          16           4
          17           1
          18           4
          19           9
          20          16
          21          25
          22          16
          23          25
          24          16
          25          25
          26          16
          27          25
          28          36
          29          25
          30          36
          31          49
          32          36
          33          25
          34          36
          35          49
          36          64
          37          49
          38          36
          39          49
          40          36
          41          25
          42          16
          43           9
          44           4
          45           9
          46          16
          47          25
          48          16
          49          25
          50          16
          51           9
          52          16
          53          25
          54          36
          55          25
          56          36
          57          25
          58          16
          59           9
          60          16
          61           9
          62          16
          63          25
          64          16
          65          25
          66          36
          67          25
          68          16
          69          25
          70          16
          71          25
          72          36
          73          49
          74          64
          75          49
          76          64
          77          81
          78         100
          79          81
          80         100
          81          81
          82          64
          83          81
          84          64
          85          81
          86         100
          87         121
          88         100
          89          81
          90          64
          91          81
          92         100
          93         121
          94         100
          95          81
          96         100
          97         121
          98         100
          99         121
         100         144


           0           0
           1           1
           2           4
           3           9
           4          16
           5          25
           6          16
           7           9
           8           4
           9           1
          10           0
          11           1
          12           4
          13           9
          14          16
          15           9
          16          16
          17           9
          18          16
          19          25
          20          36
          21          49
          22          36
          23          25
          24          16
          25          25
          26          16
          27           9
          28          16
          29           9
          30           4
          31           1
          32           0
          33           1
          34           4
          35           9
          36          16
          37          25
          38          36
          39          25
          40          36
          41          49
          42          36
          43          49
          44          36
          45          49
          46          36
          47          49
          48          64
          49          49
          50          36
          51          49
          52          36
          53          25
          54          16
          55           9
          56          16
          57          25
          58          36
          59          25
          60          36
          61          49
          62          64
          63          81
          64          64
          65          49
          66          36
          67          25
          68          16
          69          25
          70          16
          71          25
          72          16
          73           9
          74           4
          75           9
          76          16
          77           9
          78           4
          79           1
          80           4
          81           9
          82           4
          83           9
          84           4
          85           1
          86           4
          87           9
          88           4
          89           1
          90           4
          91           9
          92           4
          93           1
          94           4
          95           9
          96          16
          97          25
          98          16
          99          25
         100          36


