           0           0
           1           1
           2           2
           3           1
           4           2
           5           1
           6           2
           7           3
           8           2
           9           3
          10           2
          11           1
          12           2
          13           3
          14           4
          15           3
          16           4
          17           3
          18           2
          19           1
          20           0
          21          -1
          22          -2
          23          -3
          24          -4
          25          -3
          26          -2
          27          -3
          28          -4
          29          -3
          30          -4
          31          -3
          32          -2
          33          -3
          34          -4
          35          -5
          36          -4
          37          -5
          38          -4
          39          -3
          40          -2
          41          -1
          42          -2
          43          -1
          44          -2
          45          -3
          46          -2
          47          -3
          48          -2
          49          -1
          50          -2
          51          -3
          52          -2
          53          -1
          54          -2
          55          -1
          56           0
          57           1
          58           2
          59           3
          60           4
          61           3
          62           4
          63           5
          64           4
          65           5
          66           4
          67           5
          68           4
          69           3
          70           2
          71           1
          72           2
          73           3
          74           2
          75           1
          76           0
          77           1
          78           2
          79           3
          80           4
          81           5
          82           4
          83           3
          84           4
          85           5
          86           4
          87           3
          88           4
          89           3
          90           4
          91           3
          92           4
          93           5
          94           6
          95           5
          96           4
          97           5
          98           4
          99           5
         100           4


           0           0
           1           1
           2           2
           3           1
           4           2
           5           1
           6           2
           7           3
           8           4
           9           5
          10           4
          11           3
          12           4
          13           3
          14           4
          15           3
          16           4
          17           5
          18           6
          19           7
          20           6
          21           7
          22           6
          23           7
          24           8
          25           7
          26           6
          27           5
          28           6
          29           5
          30           4
          31           5
          32           4
          33           3
          34           2
          35           3
          36           2
          37           1
          38           2
          39           3
          40           4
          41           3
          42           4
          43           5
          44           4
          45           3
          46           2
          47           3
          48           2
          49           3
          50           2
          51           3
          52           4
          53           3
          54           2
          55           3
          56           4
          57           3
          58           2
          59           3
          60           4
          61           5
          62           4
          63           3
          64           2
          65           3
          66           2
          67           3
          68           4
          69           5
          70           4
          71           3
          72           2
          73           1
          74           2
          75           1
          76           2
          77           1
          78           0
          79           1
          80           0
          81          -1
          82           0
          83           1
          84           0
          85           1
          86           0
          87          -1
          88          -2
          89          -3
          90          -4
          91          -5
          92          -4
          93          -3
          94          -4
          95          -5
          96          -4
          97          -3
          98          -2
          99          -1
         100           0


           0           0
           1           1
           2           2
           3           3
           4           4
           5           3
           6           2
           7           3
           8           4
           9           5
          10           6
          11           7
          12           8
          13           9
          14          10
          15          11
          16          10
          17           9
          18          10
          19           9
          20          10
          21           9
          22           8
          23           9
          24           8
          25           9
          26           8
          27           9
          28          10
          29           9
          30           8
          31           7
          32           6
          33           5
          34           6
          35           7
          36           6
          37           5
          38           4
          39           3
          40           2
          41           3
          42           2
          43           3
          44           4
          45           5
          46           6
          47           7
          48           8
          49           9
          50           8
          51           9
          52          10
          53           9
          54          10
          55          11
          56          12
          57          11
          58          10
          59          11
          60          10
          61          11
          62          12
          63          13
          64          12
          65          11
          66          10
          67           9
          68           8
          69           7
          70           8
          71           7
          72           6
          73           7
          74           6
          75           5
          76           6
          77           7
          78           8
          79           9
          80          10
          81          11
          82          12
          83          11
          84          12
          85          11
          86          10
          87          11
          88          12
          89          13
          90          14
          91          15
          92          16
          93          15
          94          16
          95          15
          96          16
          97          15
          98          16
          99          17
         100          18


           0           0
           1           1
           2           2
           3           1
           4           2
           5           1
           6           0
           7          -1
           8          -2
           9          -3
          10          -2
          11          -1
          12          -2
          13          -1
          14           0
          15          -1
          16          -2
          17          -1
          18          -2
          19          -3
          20          -4
          21          -5
          22          -4
          23          -5
          24          -4
          25          -5
          26          -4
          27          -5
          28          -6
          29          -5
          30          -6
          31          -7
          32          -6
          33          -5
          34          -6
          35          -7
          36          -8
          37          -7
          38          -6
          39          -7
          40          -6
          41          -5
          42          -4
          43          -3
          44          -2
          45          -3
          46          -4
          47          -5
          48          -4
          49          -5
          50          -4
          51          -3
          52          -4
          53          -5
          54          -6
          55          -5
          56          -6
          57          -5
          58          -4
          59          -3
          60          -4
          61          -3
          62          -4
          63          -5
          64          -4
          65          -5
          66          -6
          67          -5
          68          -4
          69          -5
          70          -4
          71          -5
          72          -6
          73          -7
          74          -8
          75          -7
          76          -8
          77          -9
          78         -10
          79          -9
          80         -10
          81          -9
          82          -8
          83          -9
          84          -8
          85          -9
          86         -10
          87         -11
          88         -10
          89          -9
          90          -8
          91          -9
          92         -10
          93         -11
          94         -10
          95          -9
          96         -10
          97         -11
          98         -10
          99         -11
         100         -12


           0           0
           1           1
           2           2
           3           3
           4           4
           5           5
           6           4
           7           3
           8           2
           9           1
          10           0
          11          -1
          12          -2
          13          -3
          14          -4
          15          -3
          16          -4
          17          -3
          18          -4
          19          -5
          20          -6
          21          -7
          22          -6
          23          -5
          24          -4
          25          -5
          26          -4
          27          -3
          28          -4
          29          -3
          30          -2
          31          -1
          32           0
          33          -1
          34          -2
          35          -3
          36          -4
          37          -5
          38          -6
          39          -5
          40          -6
          41          -7
          42          -6
          43          -7
          44          -6
          45          -7
          46          -6
          47          -7
          48          -8
          49          -7
          50          -6
          51          -7
          52          -6
          53          -5
          54          -4
          55          -3
          56          -4
          57          -5
          58          -6
          59          -5
          60          -6
          61          -7
          62          -8
          63          -9
          64          -8
          65          -7
          66          -6
          67          -5
          68          -4
          69          -5
          70          -4
          71          -5
          72          -4
          73          -3
          74          -2
          75          -3
          76          -4
          77          -3
          78          -2
          79          -1
          80          -2
          81          -3
          82          -2
          83          -3
          84          -2
          85          -1
          86          -2
          87          -3
          88          -2
          89          -1
          90          -2
          91          -3
          92          -2
          93          -1
          94          -2
          95          -3
          96          -4
          97          -5
          98          -4
          99          -5
         100          -6


