         401   9.37857032E-02
         361  0.110997021    
         321   5.85339069E-02
         281   8.52119923E-03
         241  0.129918516    
         201  0.120835662    
         161  0.153575897    
         121  0.162368715    
          81  0.143642783    
          41  0.171683490    
