          14   15.5200005    
          15   16.7199993    
          16   18.7999992    
          17   19.7600002    
          18   20.8600006    
          19   21.6000004    
          20   22.7600002    
          21   23.6399994    
          22   24.8400002    
          23   25.7600002    
          24   27.1000004    
          25   27.1200008    
          26   26.8799992    
          27   27.2399998    
          28   29.0200005    
          29   29.5200005    
          30   29.6800003    
          31   30.8799992    
          32   33.2999992    
          33   33.6399994    
          34   34.7799988    
          35   35.5600014    
          36   36.6399994    
          37   36.4000015    
          38   37.4199982    
          39   39.5600014    
          40   39.4799995    
          41   41.5200005    
          42   41.3400002    
          43   40.9199982    
          44   41.7599983    
          45   42.4000015    
          46   41.8800011    
          47   41.2000008    
          48   40.8600006    
          49   43.6399994    
          50   44.5999985    
          51   45.2799988    
          52   46.3600006    
          53   45.4000015    
          54   46.6599998    
          55   49.2400017    
          56   50.0000000    
          57   49.7999992    
          58   51.0999985    
          59   52.7999992    
          60   53.4199982    
          61   54.9199982    
          62   56.3600006    
          63   57.4399986    
          64   57.9199982    
          65   61.8800011    
          66   62.6599998    
          67   64.8799973    
          68   66.3799973    
          69   65.9599991    
          70   66.6800003    
          71   68.1999969    
          72   70.1399994    
          73   71.4800034    
          74   72.4400024    
          75   73.9599991    
          76   76.9000015    
          77   76.6800003    
          78   77.9000015    
          79   76.1600037    
          80   76.6999969    
          81   77.9199982    
          82   81.0000000    
          83   81.8000031    
          84   81.3199997    
          85   83.4800034    
          86   83.3799973    
          87   84.2799988    
          88   86.3199997    
          89   87.8000031    
          90   89.4599991    
          91   89.9599991    
          92   92.0999985    
          93   93.3199997    
          94   94.3799973    
          95   96.0800018    
          96   96.4400024    
          97   95.8399963    
          98   95.1999969    
          99   98.0800018    
         100   100.199997    


           1  0.996399999    
           2   2.23000002    
           3   3.13440013    
           4   4.14559984    
           5   5.30789995    
           6   6.65509987    
           7   7.76390028    
           8   9.14039993    
           9   9.67590046    
          10   10.9823999    
          11   12.5239000    
          12   13.4671001    
          13   14.6704006    
          14   15.4800005    
          15   16.6758995    
          16   18.7215996    
          17   19.6700001    
          18   20.7511005    
          19   21.5216007    
          20   22.7404003    
          21   23.5999985    
          22   24.7915993    
          23   25.6758995    
          24   26.9911003    
          25   27.0575008    
          26   26.7899990    
          27   27.0550995    
          28   28.7798996    
          29   29.3436012    
          30   29.5036011    
          31   30.5774994    
          32   33.0974998    
          33   33.4636002    
          34   34.6278992    
          35   35.4155998    
          36   36.4283981    
          37   36.1500015    
          38   37.1990967    
          39   39.3199005    
          40   39.0956001    
          41   41.1478996    
          42   41.0374985    
          43   40.6063995    
          44   41.3999977    
          45   41.9099998    
          46   41.5436020    
          47   40.8864021    
          48   40.6198997    
          49   43.5438995    
          50   44.5215988    
          51   45.2174988    
          52   46.2000008    
          53   45.2400017    
          54   46.4751015    
          55   49.1375999    
          56   49.8843994    
          57   49.6478996    
          58   50.8598976    
          59   52.5974998    
          60   53.2174988    
          61   54.7174988    
          62   56.0895996    
          63   57.1998978    
          64   57.7083969    
          65   61.7279015    
          66   62.4390984    
          67   64.5883942    
          68   66.1399002    
          69   65.7751007    
          70   66.3883972    
          71   67.9398956    
          72   69.8375015    
          73   71.2951050    
          74   72.3104019    
          75   73.7919006    
          76   76.7630997    
          77   76.4863968    
          78   77.6975021    
          79   75.9575043    
          80   76.5318985    
          81   77.7678986    
          82   80.7883987    
          83   81.4519043    
          84   81.0495987    
          85   83.1775055    
          86   83.1774979    
          87   84.0683975    
          88   86.1436005    
          89   87.5884018    
          90   89.2919006    
          91   89.7483978    
          92   91.8974991    
          93   93.0699997    
          94   94.0078964    
          95   95.7991028    
          96   96.2463989    
          97   95.5150986    
          98   94.9295959    
          99   97.6956024    
         100   99.9499969    
